week_start,iso_year,iso_week,month,item_name,category,unit_price,total_units_sold,total_revenue,avg_daily_units,weekend_days_count,is_break_week,is_exam_week,is_enrollment_week,demand_label
4/1/2024,2024,14,4,Soft Drinks,Beverage,20,216,4320,30.857142857142858,2,0,0,0,High Demand
4/1/2024,2024,14,4,Spaghetti,Main Meal,50,151,7550,21.571428571428573,2,0,0,0,High Demand
4/1/2024,2024,14,4,Vegetable Meal,Main Meal,55,100,5500,14.285714285714286,2,0,0,0,Low Demand
4/8/2024,2024,15,4,Banana Cue,Snack,15,134,2010,19.142857142857142,2,0,0,0,Low Demand
4/8/2024,2024,15,4,Beef Tapa Rice,Main Meal,75,177,13275,25.285714285714285,2,0,0,0,High Demand
4/8/2024,2024,15,4,Bottled Water,Beverage,15,166,2490,23.714285714285715,2,0,0,0,Low Demand
4/8/2024,2024,15,4,Buko Pandan,Dessert,40,70,2800,10,2,0,0,0,High Demand
4/8/2024,2024,15,4,Burger Steak,Main Meal,60,129,7740,18.428571428571427,2,0,0,0,High Demand
4/8/2024,2024,15,4,Chicken Adobo Rice,Main Meal,65,230,14950,32.857142857142854,2,0,0,0,Low Demand
4/8/2024,2024,15,4,Coffee (Hot/Iced),Beverage,25,224,5600,32,2,0,0,0,Low Demand
4/8/2024,2024,15,4,French Fries,Snack,30,110,3300,15.714285714285714,2,0,0,0,Low Demand
4/8/2024,2024,15,4,Fried Chicken,Main Meal,60,207,12420,29.571428571428573,2,0,0,0,Low Demand
4/8/2024,2024,15,4,Halo-Halo,Dessert,45,78,3510,11.142857142857142,2,0,0,0,Low Demand
4/8/2024,2024,15,4,Iced Tea,Beverage,15,279,4185,39.857142857142854,2,0,0,0,Low Demand
4/8/2024,2024,15,4,Instant Noodles,Snack,25,270,6750,38.57142857142857,2,0,0,0,High Demand
4/8/2024,2024,15,4,Lumpia Shanghai,Snack,35,167,5845,23.857142857142858,2,0,0,0,High Demand
4/8/2024,2024,15,4,Pork Sisig Rice,Main Meal,70,181,12670,25.857142857142858,2,0,0,0,Low Demand
4/8/2024,2024,15,4,Siomai Rice,Snack,40,179,7160,25.571428571428573,2,0,0,0,Low Demand
4/8/2024,2024,15,4,Soft Drinks,Beverage,20,191,3820,27.285714285714285,2,0,0,0,Low Demand
4/8/2024,2024,15,4,Spaghetti,Main Meal,50,128,6400,18.285714285714285,2,0,0,0,Low Demand
4/8/2024,2024,15,4,Vegetable Meal,Main Meal,55,113,6215,16.142857142857142,2,0,0,0,High Demand
4/15/2024,2024,16,4,Banana Cue,Snack,15,152,2280,21.714285714285715,2,0,0,0,High Demand
4/15/2024,2024,16,4,Beef Tapa Rice,Main Meal,75,138,10350,19.714285714285715,2,0,0,0,Low Demand
4/15/2024,2024,16,4,Bottled Water,Beverage,15,196,2940,28,2,0,0,0,High Demand
4/15/2024,2024,16,4,Buko Pandan,Dessert,40,58,2320,8.285714285714286,2,0,0,0,Low Demand
4/15/2024,2024,16,4,Burger Steak,Main Meal,60,126,7560,18,2,0,0,0,High Demand
4/15/2024,2024,16,4,Chicken Adobo Rice,Main Meal,65,213,13845,30.428571428571427,2,0,0,0,Low Demand
4/15/2024,2024,16,4,Coffee (Hot/Iced),Beverage,25,222,5550,31.714285714285715,2,0,0,0,Low Demand
4/15/2024,2024,16,4,French Fries,Snack,30,107,3210,15.285714285714286,2,0,0,0,Low Demand
4/15/2024,2024,16,4,Fried Chicken,Main Meal,60,216,12960,30.857142857142858,2,0,0,0,High Demand
4/15/2024,2024,16,4,Halo-Halo,Dessert,45,69,3105,9.857142857142858,2,0,0,0,Low Demand
4/15/2024,2024,16,4,Iced Tea,Beverage,15,254,3810,36.285714285714285,2,0,0,0,Low Demand
4/15/2024,2024,16,4,Instant Noodles,Snack,25,232,5800,33.142857142857146,2,0,0,0,Low Demand
4/15/2024,2024,16,4,Lumpia Shanghai,Snack,35,150,5250,21.428571428571427,2,0,0,0,Low Demand
4/15/2024,2024,16,4,Pork Sisig Rice,Main Meal,70,192,13440,27.428571428571427,2,0,0,0,Low Demand
4/15/2024,2024,16,4,Siomai Rice,Snack,40,193,7720,27.571428571428573,2,0,0,0,High Demand
4/15/2024,2024,16,4,Soft Drinks,Beverage,20,200,4000,28.571428571428573,2,0,0,0,Low Demand
4/15/2024,2024,16,4,Spaghetti,Main Meal,50,157,7850,22.428571428571427,2,0,0,0,High Demand
4/15/2024,2024,16,4,Vegetable Meal,Main Meal,55,112,6160,16,2,0,0,0,High Demand
4/22/2024,2024,17,4,Banana Cue,Snack,15,141,2115,20.142857142857142,2,0,0,0,High Demand
4/22/2024,2024,17,4,Beef Tapa Rice,Main Meal,75,170,12750,24.285714285714285,2,0,0,0,High Demand
4/22/2024,2024,17,4,Bottled Water,Beverage,15,165,2475,23.571428571428573,2,0,0,0,Low Demand
4/22/2024,2024,17,4,Buko Pandan,Dessert,40,61,2440,8.714285714285714,2,0,0,0,Low Demand
4/22/2024,2024,17,4,Burger Steak,Main Meal,60,121,7260,17.285714285714285,2,0,0,0,Low Demand
4/22/2024,2024,17,4,Chicken Adobo Rice,Main Meal,65,223,14495,31.857142857142858,2,0,0,0,Low Demand
4/22/2024,2024,17,4,Coffee (Hot/Iced),Beverage,25,215,5375,30.714285714285715,2,0,0,0,Low Demand
4/22/2024,2024,17,4,French Fries,Snack,30,131,3930,18.714285714285715,2,0,0,0,High Demand
4/22/2024,2024,17,4,Fried Chicken,Main Meal,60,236,14160,33.714285714285715,2,0,0,0,High Demand
4/22/2024,2024,17,4,Halo-Halo,Dessert,45,74,3330,10.571428571428571,2,0,0,0,Low Demand
4/22/2024,2024,17,4,Iced Tea,Beverage,15,297,4455,42.42857142857143,2,0,0,0,High Demand
4/22/2024,2024,17,4,Instant Noodles,Snack,25,268,6700,38.285714285714285,2,0,0,0,High Demand
4/22/2024,2024,17,4,Lumpia Shanghai,Snack,35,139,4865,19.857142857142858,2,0,0,0,Low Demand
4/22/2024,2024,17,4,Pork Sisig Rice,Main Meal,70,198,13860,28.285714285714285,2,0,0,0,High Demand
4/22/2024,2024,17,4,Siomai Rice,Snack,40,186,7440,26.571428571428573,2,0,0,0,Low Demand
4/22/2024,2024,17,4,Soft Drinks,Beverage,20,179,3580,25.571428571428573,2,0,0,0,Low Demand
4/22/2024,2024,17,4,Spaghetti,Main Meal,50,153,7650,21.857142857142858,2,0,0,0,High Demand
4/22/2024,2024,17,4,Vegetable Meal,Main Meal,55,115,6325,16.428571428571427,2,0,0,0,High Demand
4/29/2024,2024,18,4,Banana Cue,Snack,15,126,1890,18,2,0,0,0,Low Demand
4/29/2024,2024,18,4,Beef Tapa Rice,Main Meal,75,165,12375,23.571428571428573,2,0,0,0,Low Demand
4/29/2024,2024,18,4,Bottled Water,Beverage,15,167,2505,23.857142857142858,2,0,0,0,Low Demand
4/29/2024,2024,18,4,Buko Pandan,Dessert,40,73,2920,10.428571428571429,2,0,0,0,High Demand
4/29/2024,2024,18,4,Burger Steak,Main Meal,60,122,7320,17.428571428571427,2,0,0,0,Low Demand
4/29/2024,2024,18,4,Chicken Adobo Rice,Main Meal,65,271,17615,38.714285714285715,2,0,0,0,High Demand
4/29/2024,2024,18,4,Coffee (Hot/Iced),Beverage,25,223,5575,31.857142857142858,2,0,0,0,Low Demand
4/29/2024,2024,18,4,French Fries,Snack,30,102,3060,14.571428571428571,2,0,0,0,Low Demand
4/29/2024,2024,18,4,Fried Chicken,Main Meal,60,222,13320,31.714285714285715,2,0,0,0,High Demand
4/29/2024,2024,18,4,Halo-Halo,Dessert,45,93,4185,13.285714285714286,2,0,0,0,High Demand
4/29/2024,2024,18,4,Iced Tea,Beverage,15,289,4335,41.285714285714285,2,0,0,0,High Demand
4/29/2024,2024,18,4,Instant Noodles,Snack,25,253,6325,36.142857142857146,2,0,0,0,Low Demand
4/29/2024,2024,18,4,Lumpia Shanghai,Snack,35,138,4830,19.714285714285715,2,0,0,0,Low Demand
4/29/2024,2024,18,4,Pork Sisig Rice,Main Meal,70,224,15680,32,2,0,0,0,High Demand
4/29/2024,2024,18,4,Siomai Rice,Snack,40,183,7320,26.142857142857142,2,0,0,0,Low Demand
4/29/2024,2024,18,4,Soft Drinks,Beverage,20,221,4420,31.571428571428573,2,0,0,0,High Demand
4/29/2024,2024,18,4,Spaghetti,Main Meal,50,155,7750,22.142857142857142,2,0,0,0,High Demand
4/29/2024,2024,18,4,Vegetable Meal,Main Meal,55,98,5390,14,2,0,0,0,Low Demand
5/6/2024,2024,19,5,Banana Cue,Snack,15,139,2085,19.857142857142858,2,0,1,0,High Demand
5/6/2024,2024,19,5,Beef Tapa Rice,Main Meal,75,165,12375,23.571428571428573,2,0,1,0,Low Demand
5/6/2024,2024,19,5,Bottled Water,Beverage,15,171,2565,24.428571428571427,2,0,1,0,Low Demand
5/6/2024,2024,19,5,Buko Pandan,Dessert,40,71,2840,10.142857142857142,2,0,1,0,High Demand
5/6/2024,2024,19,5,Burger Steak,Main Meal,60,104,6240,14.857142857142858,2,0,1,0,Low Demand
5/6/2024,2024,19,5,Chicken Adobo Rice,Main Meal,65,233,15145,33.285714285714285,2,0,1,0,Low Demand
5/6/2024,2024,19,5,Coffee (Hot/Iced),Beverage,25,246,6150,35.142857142857146,2,0,1,0,High Demand
5/6/2024,2024,19,5,French Fries,Snack,30,112,3360,16,2,0,1,0,Low Demand
5/6/2024,2024,19,5,Fried Chicken,Main Meal,60,216,12960,30.857142857142858,2,0,1,0,High Demand
5/6/2024,2024,19,5,Halo-Halo,Dessert,45,85,3825,12.142857142857142,2,0,1,0,High Demand
5/6/2024,2024,19,5,Iced Tea,Beverage,15,269,4035,38.42857142857143,2,0,1,0,Low Demand
5/6/2024,2024,19,5,Instant Noodles,Snack,25,240,6000,34.285714285714285,2,0,1,0,Low Demand
5/6/2024,2024,19,5,Lumpia Shanghai,Snack,35,148,5180,21.142857142857142,2,0,1,0,Low Demand
5/6/2024,2024,19,5,Pork Sisig Rice,Main Meal,70,212,14840,30.285714285714285,2,0,1,0,High Demand
5/6/2024,2024,19,5,Siomai Rice,Snack,40,205,8200,29.285714285714285,2,0,1,0,High Demand
5/6/2024,2024,19,5,Soft Drinks,Beverage,20,204,4080,29.142857142857142,2,0,1,0,Low Demand
5/6/2024,2024,19,5,Spaghetti,Main Meal,50,143,7150,20.428571428571427,2,0,1,0,High Demand
5/6/2024,2024,19,5,Vegetable Meal,Main Meal,55,99,5445,14.142857142857142,2,0,1,0,Low Demand
5/13/2024,2024,20,5,Banana Cue,Snack,15,157,2355,22.428571428571427,2,0,1,0,High Demand
5/13/2024,2024,20,5,Beef Tapa Rice,Main Meal,75,159,11925,22.714285714285715,2,0,1,0,Low Demand
5/13/2024,2024,20,5,Bottled Water,Beverage,15,225,3375,32.142857142857146,2,0,1,0,High Demand
5/13/2024,2024,20,5,Buko Pandan,Dessert,40,61,2440,8.714285714285714,2,0,1,0,Low Demand
5/13/2024,2024,20,5,Burger Steak,Main Meal,60,131,7860,18.714285714285715,2,0,1,0,High Demand
5/13/2024,2024,20,5,Chicken Adobo Rice,Main Meal,65,208,13520,29.714285714285715,2,0,1,0,Low Demand
5/13/2024,2024,20,5,Coffee (Hot/Iced),Beverage,25,265,6625,37.857142857142854,2,0,1,0,High Demand
5/13/2024,2024,20,5,French Fries,Snack,30,147,4410,21,2,0,1,0,High Demand
5/13/2024,2024,20,5,Fried Chicken,Main Meal,60,216,12960,30.857142857142858,2,0,1,0,High Demand
5/13/2024,2024,20,5,Halo-Halo,Dessert,45,94,4230,13.428571428571429,2,0,1,0,High Demand
5/13/2024,2024,20,5,Iced Tea,Beverage,15,350,5250,50,2,0,1,0,High Demand
5/13/2024,2024,20,5,Instant Noodles,Snack,25,311,7775,44.42857142857143,2,0,1,0,High Demand
5/13/2024,2024,20,5,Lumpia Shanghai,Snack,35,183,6405,26.142857142857142,2,0,1,0,High Demand
5/13/2024,2024,20,5,Pork Sisig Rice,Main Meal,70,199,13930,28.428571428571427,2,0,1,0,High Demand
5/13/2024,2024,20,5,Siomai Rice,Snack,40,219,8760,31.285714285714285,2,0,1,0,High Demand
5/13/2024,2024,20,5,Soft Drinks,Beverage,20,244,4880,34.857142857142854,2,0,1,0,High Demand
5/13/2024,2024,20,5,Spaghetti,Main Meal,50,128,6400,18.285714285714285,2,0,1,0,Low Demand
5/13/2024,2024,20,5,Vegetable Meal,Main Meal,55,109,5995,15.571428571428571,2,0,1,0,High Demand
5/20/2024,2024,21,5,Banana Cue,Snack,15,113,1695,16.142857142857142,2,0,0,0,Low Demand
5/20/2024,2024,21,5,Beef Tapa Rice,Main Meal,75,152,11400,21.714285714285715,2,0,0,0,Low Demand
5/20/2024,2024,21,5,Bottled Water,Beverage,15,193,2895,27.571428571428573,2,0,0,0,High Demand
5/20/2024,2024,21,5,Buko Pandan,Dessert,40,70,2800,10,2,0,0,0,High Demand
5/20/2024,2024,21,5,Burger Steak,Main Meal,60,102,6120,14.571428571428571,2,0,0,0,Low Demand
5/20/2024,2024,21,5,Chicken Adobo Rice,Main Meal,65,241,15665,34.42857142857143,2,0,0,0,High Demand
5/20/2024,2024,21,5,Coffee (Hot/Iced),Beverage,25,226,5650,32.285714285714285,2,0,0,0,Low Demand
5/20/2024,2024,21,5,French Fries,Snack,30,100,3000,14.285714285714286,2,0,0,0,Low Demand
5/20/2024,2024,21,5,Fried Chicken,Main Meal,60,224,13440,32,2,0,0,0,High Demand
5/20/2024,2024,21,5,Halo-Halo,Dessert,45,84,3780,12,2,0,0,0,High Demand
5/20/2024,2024,21,5,Iced Tea,Beverage,15,283,4245,40.42857142857143,2,0,0,0,Low Demand
5/20/2024,2024,21,5,Instant Noodles,Snack,25,244,6100,34.857142857142854,2,0,0,0,Low Demand
5/20/2024,2024,21,5,Lumpia Shanghai,Snack,35,154,5390,22,2,0,0,0,Low Demand
5/20/2024,2024,21,5,Pork Sisig Rice,Main Meal,70,190,13300,27.142857142857142,2,0,0,0,Low Demand
5/20/2024,2024,21,5,Siomai Rice,Snack,40,208,8320,29.714285714285715,2,0,0,0,High Demand
5/20/2024,2024,21,5,Soft Drinks,Beverage,20,190,3800,27.142857142857142,2,0,0,0,Low Demand
5/20/2024,2024,21,5,Spaghetti,Main Meal,50,130,6500,18.571428571428573,2,0,0,0,Low Demand
5/20/2024,2024,21,5,Vegetable Meal,Main Meal,55,90,4950,12.857142857142858,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Banana Cue,Snack,15,127,1905,18.142857142857142,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Beef Tapa Rice,Main Meal,75,143,10725,20.428571428571427,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Bottled Water,Beverage,15,172,2580,24.571428571428573,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Buko Pandan,Dessert,40,63,2520,9,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Burger Steak,Main Meal,60,117,7020,16.714285714285715,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Chicken Adobo Rice,Main Meal,65,248,16120,35.42857142857143,2,0,0,0,High Demand
5/27/2024,2024,22,5,Coffee (Hot/Iced),Beverage,25,207,5175,29.571428571428573,2,0,0,0,Low Demand
5/27/2024,2024,22,5,French Fries,Snack,30,102,3060,14.571428571428571,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Fried Chicken,Main Meal,60,176,10560,25.142857142857142,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Halo-Halo,Dessert,45,87,3915,12.428571428571429,2,0,0,0,High Demand
5/27/2024,2024,22,5,Iced Tea,Beverage,15,289,4335,41.285714285714285,2,0,0,0,High Demand
5/27/2024,2024,22,5,Instant Noodles,Snack,25,263,6575,37.57142857142857,2,0,0,0,High Demand
5/27/2024,2024,22,5,Lumpia Shanghai,Snack,35,140,4900,20,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Pork Sisig Rice,Main Meal,70,192,13440,27.428571428571427,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Siomai Rice,Snack,40,170,6800,24.285714285714285,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Soft Drinks,Beverage,20,203,4060,29,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Spaghetti,Main Meal,50,133,6650,19,2,0,0,0,Low Demand
5/27/2024,2024,22,5,Vegetable Meal,Main Meal,55,83,4565,11.857142857142858,2,0,0,0,Low Demand
6/3/2024,2024,23,6,Banana Cue,Snack,15,13,195,1.8571428571428572,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Beef Tapa Rice,Main Meal,75,21,1575,3,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Bottled Water,Beverage,15,28,420,4,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Buko Pandan,Dessert,40,14,560,2,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Burger Steak,Main Meal,60,23,1380,3.2857142857142856,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Chicken Adobo Rice,Main Meal,65,29,1885,4.142857142857143,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Coffee (Hot/Iced),Beverage,25,32,800,4.571428571428571,2,1,0,0,Low Demand
6/3/2024,2024,23,6,French Fries,Snack,30,13,390,1.8571428571428572,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Fried Chicken,Main Meal,60,24,1440,3.4285714285714284,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Halo-Halo,Dessert,45,11,495,1.5714285714285714,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Iced Tea,Beverage,15,41,615,5.857142857142857,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Instant Noodles,Snack,25,43,1075,6.142857142857143,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Lumpia Shanghai,Snack,35,19,665,2.7142857142857144,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Pork Sisig Rice,Main Meal,70,32,2240,4.571428571428571,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Siomai Rice,Snack,40,20,800,2.857142857142857,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Soft Drinks,Beverage,20,31,620,4.428571428571429,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Spaghetti,Main Meal,50,12,600,1.7142857142857142,2,1,0,0,Low Demand
6/3/2024,2024,23,6,Vegetable Meal,Main Meal,55,18,990,2.5714285714285716,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Banana Cue,Snack,15,18,270,2.5714285714285716,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Beef Tapa Rice,Main Meal,75,15,1125,2.142857142857143,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Bottled Water,Beverage,15,28,420,4,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Buko Pandan,Dessert,40,8,320,1.1428571428571428,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Burger Steak,Main Meal,60,13,780,1.8571428571428572,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Chicken Adobo Rice,Main Meal,65,20,1300,2.857142857142857,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Coffee (Hot/Iced),Beverage,25,34,850,4.857142857142857,2,1,0,0,Low Demand
6/10/2024,2024,24,6,French Fries,Snack,30,24,720,3.4285714285714284,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Fried Chicken,Main Meal,60,17,1020,2.4285714285714284,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Halo-Halo,Dessert,45,14,630,2,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Iced Tea,Beverage,15,36,540,5.142857142857143,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Instant Noodles,Snack,25,20,500,2.857142857142857,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Lumpia Shanghai,Snack,35,26,910,3.7142857142857144,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Pork Sisig Rice,Main Meal,70,26,1820,3.7142857142857144,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Siomai Rice,Snack,40,25,1000,3.5714285714285716,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Soft Drinks,Beverage,20,8,160,1.1428571428571428,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Spaghetti,Main Meal,50,22,1100,3.142857142857143,2,1,0,0,Low Demand
6/10/2024,2024,24,6,Vegetable Meal,Main Meal,55,5,275,0.7142857142857143,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Banana Cue,Snack,15,21,315,3,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Beef Tapa Rice,Main Meal,75,21,1575,3,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Bottled Water,Beverage,15,23,345,3.2857142857142856,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Buko Pandan,Dessert,40,5,200,0.7142857142857143,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Burger Steak,Main Meal,60,18,1080,2.5714285714285716,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Chicken Adobo Rice,Main Meal,65,29,1885,4.142857142857143,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Coffee (Hot/Iced),Beverage,25,24,600,3.4285714285714284,2,1,0,0,Low Demand
6/17/2024,2024,25,6,French Fries,Snack,30,16,480,2.2857142857142856,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Fried Chicken,Main Meal,60,27,1620,3.857142857142857,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Halo-Halo,Dessert,45,14,630,2,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Iced Tea,Beverage,15,33,495,4.714285714285714,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Instant Noodles,Snack,25,32,800,4.571428571428571,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Lumpia Shanghai,Snack,35,17,595,2.4285714285714284,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Pork Sisig Rice,Main Meal,70,24,1680,3.4285714285714284,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Siomai Rice,Snack,40,16,640,2.2857142857142856,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Soft Drinks,Beverage,20,28,560,4,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Spaghetti,Main Meal,50,9,450,1.2857142857142858,2,1,0,0,Low Demand
6/17/2024,2024,25,6,Vegetable Meal,Main Meal,55,12,660,1.7142857142857142,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Banana Cue,Snack,15,22,330,3.142857142857143,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Beef Tapa Rice,Main Meal,75,27,2025,3.857142857142857,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Bottled Water,Beverage,15,23,345,3.2857142857142856,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Buko Pandan,Dessert,40,9,360,1.2857142857142858,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Burger Steak,Main Meal,60,21,1260,3,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Chicken Adobo Rice,Main Meal,65,25,1625,3.5714285714285716,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Coffee (Hot/Iced),Beverage,25,28,700,4,2,1,0,0,Low Demand
6/24/2024,2024,26,6,French Fries,Snack,30,11,330,1.5714285714285714,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Fried Chicken,Main Meal,60,29,1740,4.142857142857143,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Halo-Halo,Dessert,45,5,225,0.7142857142857143,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Iced Tea,Beverage,15,33,495,4.714285714285714,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Instant Noodles,Snack,25,41,1025,5.857142857142857,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Lumpia Shanghai,Snack,35,18,630,2.5714285714285716,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Pork Sisig Rice,Main Meal,70,20,1400,2.857142857142857,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Siomai Rice,Snack,40,23,920,3.2857142857142856,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Soft Drinks,Beverage,20,20,400,2.857142857142857,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Spaghetti,Main Meal,50,9,450,1.2857142857142858,2,1,0,0,Low Demand
6/24/2024,2024,26,6,Vegetable Meal,Main Meal,55,14,770,2,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Banana Cue,Snack,15,13,195,1.8571428571428572,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Beef Tapa Rice,Main Meal,75,20,1500,2.857142857142857,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Bottled Water,Beverage,15,23,345,3.2857142857142856,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Buko Pandan,Dessert,40,5,200,0.7142857142857143,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Burger Steak,Main Meal,60,9,540,1.2857142857142858,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Chicken Adobo Rice,Main Meal,65,33,2145,4.714285714285714,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Coffee (Hot/Iced),Beverage,25,20,500,2.857142857142857,2,1,0,0,Low Demand
7/1/2024,2024,27,7,French Fries,Snack,30,8,240,1.1428571428571428,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Fried Chicken,Main Meal,60,21,1260,3,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Halo-Halo,Dessert,45,15,675,2.142857142857143,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Iced Tea,Beverage,15,35,525,5,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Instant Noodles,Snack,25,24,600,3.4285714285714284,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Lumpia Shanghai,Snack,35,14,490,2,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Pork Sisig Rice,Main Meal,70,27,1890,3.857142857142857,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Siomai Rice,Snack,40,28,1120,4,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Soft Drinks,Beverage,20,23,460,3.2857142857142856,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Spaghetti,Main Meal,50,17,850,2.4285714285714284,2,1,0,0,Low Demand
7/1/2024,2024,27,7,Vegetable Meal,Main Meal,55,9,495,1.2857142857142858,2,1,0,0,Low Demand
7/8/2024,2024,28,7,Banana Cue,Snack,15,16,240,2.2857142857142856,2,1,0,0,Low Demand
7/8/2024,2024,28,7,Beef Tapa Rice,Main Meal,75,28,2100,4,2,1,0,0,Low Demand
7/8/2024,2024,28,7,Bottled Water,Beverage,15,24,360,3.4285714285714284,2,1,0,0,Low Demand
7/8/2024,2024,28,7,Buko Pandan,Dessert,40,8,320,1.1428571428571428,2,1,0,0,Low Demand
7/8/2024,2024,28,7,Burger Steak,Main Meal,60,22,1320,3.142857142857143,2,1,0,0,Low Demand
7/8/2024,2024,28,7,Chicken Adobo Rice,Main Meal,65,39,2535,5.571428571428571,2,1,0,0,Low Demand
7/8/2024,2024,28,7,Coffee (Hot/Iced),Beverage,25,24,600,3.4285714285714284,2,1,0,0,Low Demand
7/8/2024,2024,28,7,French Fries,Snack,30,18,540,2.5714285714285716,2,1,0,0,Low Demand
7/8/2024,2024,28,7,Fried Chicken,Main Meal,60,31,1860,4.428571428571429,2,1,0,0,Low Demand
7/8/2024,2024,28,7,Halo-Halo,Dessert,45,15,675,2.142857142857143,2,1,0,0,Low Demand
7/8/2024,2024,28,7,Iced Tea,Beverage,15,36,540,5.142857142857143,2,1,0,0,Low Demand
7/8/2024,2024,28,7,Instant Noodles,Snack,25,42,1050,6,2,1,0,0,Low Demand
7/8/2024,2024,28,7,Lumpia Shanghai,Snack,35,21,735,3,2,1,0,0,Low Demand
